company_number,company_name,company_status,incorporation_date,sic_codes,registered_office_address,active_directors_over_50,company_type,companies_house_turnover,hmrc_turnover,last_accounts_date,category,vat_number
SC187186,DIRECT WASTE MANAGEMENT LIMITED,active,1998-06-30,"38220, 49410","Damhead Circle, Dales Industrial Estate, Peterhead, Aberdeenshire,, AB42 3GX","HORNE, Brenda (Age: 66); HORNE, Derek James (Age: 67)",ltd,Not available,"£39,448,512.94",Not available,Waste Management,GBSC187186
4539626,DJM WASTE MANAGEMENT CONSULTANCY AND TRAINING SERVICES LIMITED,active,2002-09-19,74901,"14 Thyme Way, Beverley, North Humberside, HU17 8XH","MARSDEN, David John (Age: 62); MARSDEN, Karen (Age: 59)",ltd,Not available,"£550,149,243.60",Not available,Waste Management,GB04539626
12253715,DJO WASTE RECYCLING LTD.,active,2019-10-10,"38110, 38210, 39000, 46770","Unit 1 A Bilston Key Industrial Estate, Oxford Street, Bilston, WV14 7DW, England","LAL, Shyam (Age: 50); PELIA GHOTRA, Santokh Singh (Age: 61)",ltd,Not available,"£40,525,056.77",Not available,Waste Management,GB12253715
5018730,D.J. WASTE LIMITED,active,2004-01-19,96090,"Chase Bureau Register Office, Services Ltd No 1 Royal Terrace, Southend On Sea, Essex, SS1 1EA","JENKINS, David Paul (Age: 61)",ltd,Not available,"£12,151,880.24",Not available,Waste Management,GB05018730
6201753,D L T WASTE WATER TREATMENT LTD,active,2007-04-03,38210,"16 Kempley Brook Drive, Ledbury, Herefordshire, HR8 2FJ","MANNS, Melvyn Dean (Age: 60); POWELL, Timothy Roger (Age: 53)",ltd,Not available,"£42,990,048.21",Not available,Waste Management,GB06201753
2396761,DOCKLANDS WASTE DISPOSAL LIMITED,active,1989-06-20,38110,"Purfleet Works, London Road, Grays, Essex, RM20 3NL, United Kingdom","THORNTON, Paul Howard (Age: 66); FRASER, George (Age: 58); FRASER, George (Age: 58); LING, Philip (Age: 66); LITWIN, Edna (Age: 96); LITWIN, Eunice Betty (Age: 81); LITWIN, Michelle Dawn (Age: 55); THOMPSON, John Anthony (Age: 62); THORNTON, Alfred George (Age: 99)",ltd,Not available,"£991,079,167.38",Not available,Waste Management,GB02396761
3784798,DOCKLANDS WASTE MANAGEMENT LIMITED,active,1999-06-09,68209,"Unit 6 Buckingham Court, Rectory Lane, Loughton, Essex, IG10 2QZ, England","LITWIN, Eunice (Age: 81); LITWIN, Eunice Betty (Age: 81); LITWIN, Jeffrey (Age: 82)",ltd,Not available,"£29,838,309.35",Not available,Waste Management,GB03784798
2750176,DOCKLANDS WASTE RECYCLING LIMITED,active,1992-09-24,96090,"Purfleet Works, London Road, Grays, Essex, RM20 3NL, United Kingdom","THORNTON, Paul Howard (Age: 66); FRASER, George (Age: 58); FRASER, George (Age: 58); HONEYBALL, Christine (Age: 63); LING, Philip (Age: 66); LITWIN, Eunice Betty (Age: 81); LITWIN, Michelle Dawn (Age: 55); THOMPSON, John Anthony (Age: 62); THORNTON, Alfred George (Age: 99); THORNTON, Paul Howard (Age: 66)",ltd,Not available,"£195,945,185.82",Not available,Waste Management,GB02750176
4846278,DOJAN WASTE MANAGEMENT SERVICES LIMITED,active,2003-07-25,38320,"19 School Lane, Eaton, Congleton, Cheshire, CW12 2NG","JONES, Simon (Age: 60); JONES, Simon (Age: 60)",ltd,Not available,"£48,506,482.84",Not available,Waste Management,GB04846278
4929602,DONALD HEATH WASTE PAPER LIMITED,active,2003-10-13,82990,"Red Doles Industrial Park Red Doles Lane, Leeds Road, Huddersfield, West Yorkshire, HD2 1YF","HARTLEY, Simon Andrew (Age: 53); HARTLEY, Stewart (Age: 76)",ltd,Not available,"£740,441,100.45",Not available,Waste Management,GB04929602
13301222,DON'T WASTE TIME LTD,active,2021-03-29,49410,"Autumn Farm Easenhall Road, Harborough Magna, Rugby, CV23 0HX, England","TAILBY, Alan Derek (Age: 63)",ltd,Not available,"£84,107,522.51",Not available,Waste Management,GB13301222
9411030,DON'T WASTE UK LTD,active,2015-01-28,82990,"Suite 118, Catalyst House 720 Centennial Court, Centennial Park, Elstree, Hertfordshire, WD6 3SY, England","NISH, Claude (Age: 51); DAVIS, Andrew Simon (Age: 61); DROYMAN, Jeremy Philip (Age: 53); FOREMAN, Michael Saxe (Age: 53)",ltd,Not available,"£10,268,193.81",Not available,Waste Management,GB09411030
SC783915,DOOLEY WASTEWATER & ENVIRONMENTAL CONSULTING LIMITED,active,2023-09-26,74901,"4 Stuart Terrace, Bathgate, EH48 1DZ, Scotland","DOOLEY, Clare Marie (Age: 51); DOOLEY, Michael Anthony (Age: 56)",ltd,Not available,"£1,136,384.83",Not available,Waste Management,GBSC783915
16029006,DOOR TO DOOR WASTE LIMITED,active,2024-10-20,38110,"47 Bryn Derwen, Radyr, Cardiff, CF15 8SW, Wales","ELLERMAN, Darren (Age: 57)",ltd,Not available,"£41,262,419.69",Not available,Waste Management,GB16029006
6301921,DORCHESTER WASTE PAPER LIMITED,active,2007-07-04,38110,"16 Moreton Road, Owermoigne, Dorchester, DT2 8HY, England","ROBERTS, Phillip John (Age: 79)",ltd,Not available,"£130,010,959.61",Not available,Waste Management,GB06301921
13861666,DORSET WASTE LIMITED,active,2022-01-20,38110,"14a Albany Road, Weymouth, Dorset, DT4 9TH, United Kingdom","REEDER, Lee (Age: 53)",ltd,Not available,"£7,333,626.03",Not available,Waste Management,GB13861666
2751860,DRAGON WASTE LIMITED,active,1992-09-30,96090,"The Oil Depot 242 London Road, Stretton On Dunsmore, Rugby, CV23 9JA, England","HUGHES, Patrick Joseph (Age: 53); ADAMS, Terence Charles (Age: 85); BRADSHAW, Kevin Michael (Age: 55); BROWN, Paul Scott (Age: 55); BURROWS SMITH, Mark (Age: 57); CAPPER, Patrick James (Age: 61); CARDWELL, John Richard (Age: 80); CARTER, Howard Glyn (Age: 69); GREENSLADE, Stephen Kenneth Frank (Age: 74); HAM, Kenneth Roy (Age: 80); HELLINGS, Michael (Age: 73); HOGGINS, Roger (Age: 69); HURLEY, Barrie Sidney (Age: 73); KEAY, Gerald Walter (Age: 67); KIRKMAN, Andrew Michael David (Age: 52); MACAN, Matthew More (Age: 66); MADDOCK, Nicholas William (Age: 53); MORRIS, David John (Age: 67); MURRAY, Patrick Daniel (Age: 57); PIDDINGTON, Phillip Charles (Age: 68); PITCHER, Kenneth George (Age: 78); RAE, George William (Age: 74); REES, Elliot Arthur James (Age: 50); RINGHAM, Paul Michael (Age: 55); ROBERTSON, David Balfour (Age: 70); VAREY, Neil (Age: 74); WOODLAND, Robert James (Age: 79)",ltd,Not available,"£940,776,472.28",Not available,Waste Management,GB02751860
7109780,DRAIN WISE WASTE SOLUTIONS LIMITED,active,2009-12-21,82990,"Unit 3 George Street, Great Northern Terrace, Lincoln, LN5 8LG, England","WOOLLEY, Shane (Age: 63); WATSON, Dean (Age: 62); WATSON, Wendy (Age: 56)",ltd,Not available,"£8,835,046.62",Not available,Waste Management,GB07109780
12518890,DSC SCAFFOLDING & WASTE LTD,active,2020-03-16,"38110, 41100","38 Albert Road, Saltash, PL12 4EB, England","STOKES, Darren (Age: 50)",ltd,Not available,"£43,899,566.64",Not available,Waste Management,GB12518890
12668166,DSD WASTE SOLUTIONS LTD,active,2020-06-13,38110,"Edmonton Easingwold Road, Huby, York, YO61 1HJ, England","DITCHBURN, David Anthony (Age: 57)",ltd,Not available,"£425,007,329.82",Not available,Waste Management,GB12668166
5157542,DSG WASTE MANAGEMENT LTD,active,2004-06-18,43120,"Hangar 107 (South) Main Site, Aston Down Business Park, Aston Down, Stroud, GL6 8GA, England","SKINNER, David (Age: 59)",ltd,Not available,"£663,466,556.28",Not available,Waste Management,GB05157542
13563496,DT WASTE LIMITED,active,2021-08-12,38110,"1386 London Road, Leigh On Sea, Essex, SS9 2UJ, England","UNDERDOWN, Richard Francis (Age: 52); SALMON, Christopher David (Age: 56)",ltd,Not available,"£5,112,229.05",Not available,Waste Management,GB13563496
2958189,DUDLEY WASTE SERVICES LIMITED,active,1994-08-12,96090,"C/O Sterlings Ltd Lawford House, Albert Place, London, N3 1QA, England","BIRLEY-SMITH, Gaynor (Age: 58); LOGAN, Dermot (Age: 52); ALMERAS, Jerome, Sir (Age: 54); ANCEL, Stanislas (Age: 50); ARIE, Michel Bernard (Age: 77); BATES, Cedric Ivan (Age: 88); BEAZLEY LONG, Graham Maurice (Age: 64); BRETONES, Sylvie Josee (Age: 52); CONAN, Patrick Alain Philippe (Age: 80); COSTA, Stefano (Age: 78); CROWTHER, Nicholas John Edward (Age: 64); DAVIS, Roland Arthur (Age: 65); DE MATHAREL, Renaud (Age: 62); FEILENREITER, Thomas Kurt (Age: 61); FINEGAN, Andrea (Age: 55); HENDERSON, Jean-Paul Frederick (Age: 69); HOGG, Douglas (Age: 64); JACKSON, Robert Victor (Age: 78); JEAUFFROY, Jerome Maurice Olivier (Age: 65); JOLY, Bernard Roger (Age: 58); LEPOULTEL, Didier Pierre Yves (Age: 79); LEPOULTEL, Didier Pierre Yves (Age: 79); MIRALLIE, Francois Jean Pierre (Age: 62); PEARSON, Timothy Richard (Age: 62); PECK, Martin David (Age: 61); PETIT, Jean Eric (Age: 61); POWELL, Stephen Richard William (Age: 70); RASHOTTE, Thomas Joseph (Age: 69); RAULD, Didier (Age: 70); TOWNHILL, Timothy James (Age: 60); WARD, James William (Age: 72); WHEATLEY, Robert James (Age: 81)",ltd,Not available,"£15,017,026.08",Not available,Waste Management,GB02958189
3678114,DUDMAN WASTE & ENVIRONMENTAL LIMITED,active,1998-12-03,99999,"Albion Wharf, Albion Street, Southwick, Brighton, West Sussex, BN42 4ED","DUDMAN, Stephen Albert Charles (Age: 65); VERRALL, Diane Elizabeth (Age: 59)",ltd,Not available,"£5,543,249.16",Not available,Waste Management,GB03678114
9413666,DUNNING WASTE MANAGEMENT LTD,active,2015-01-30,38110,"A J Shah & Company, 8 Pinner View, Harrow, Middlesex, HA1 4QA, United Kingdom","DUNNING, Terence Leslie (Age: 76); DUNNING, Rachel Sarah (Age: 51)",ltd,Not available,"£1,401,591.49",Not available,Waste Management,GB09413666
7369004,DUNNS WASTE MANAGEMENT LIMITED,active,2010-09-08,38320,"No 4 Castle Court 2, Castlegate Way, Dudley, West Midlands, DY1 4RH","DUNN, David Richard (Age: 57); DUNN, Karl Steven Andrew (Age: 59); DUNN, Alan (Age: 82)",ltd,Not available,"£11,674,552.06",Not available,Waste Management,GB07369004
15419269,DWD WASTE SERVICES LTD,active,2024-01-17,39000,"Epona Cottage Black Lion Road, Gorslas, Llanelli, Sir Gaerfyrddin, SA14 6RU, Wales","DYER, David William (Age: 50)",ltd,Not available,"£36,372,150.93",Not available,Waste Management,GB15419269
15939965,DWT WASTE MANAGEMENT LIMITED,active,2024-09-06,"38110, 39000","Unit 4 Lakeside Industrial Estate, Colnbrook By Pass, Slough, Berkshire, SL3 0ED, United Kingdom","CHIAPPETTA, Kim Elizabeth (Age: 65); MARSH, Lisa (Age: 56)",ltd,Not available,"£168,691,921.51",Not available,Waste Management,GB15939965
11093347,E & N METAL AND WASTE RECYCLING LIMITED,active,2017-12-04,46770,"1 Cae Cadno, Church Village, Pontypridd, Mid Glamorgan, CF38 1UL, Wales","POWELL, Nigel (Age: 59); POWELL, Nigel (Age: 59)",ltd,Not available,"£55,031,768.22",Not available,Waste Management,GB11093347
SC785791,EARLS GATE WASTE TREATMENT LIMITED,active,2023-10-12,38220,"Earls Road, Grangemouth, FK3 8XG, United Kingdom","GRAY, Angus John (Age: 58)",ltd,Not available,"£573,965,011.31",Not available,Waste Management,GBSC785791
12256668,EARTH WASTE MANAGEMENT LIMITED,active,2019-10-11,39000,"46 Hyde Road, Paignton, Devon, TQ4 5BY, United Kingdom","BENNETT, Gary John (Age: 59)",ltd,Not available,"£9,154,882.16",Not available,Waste Management,GB12256668
5325259,EAST COAST WASTE LIMITED,active,2005-01-06,38210,"East Coast House Galahad Road, Beacon Park Gorleston On Sea, Great Yarmouth, Norfolk, NR31 7RU","CLEMENTS, Paul Mark (Age: 52); CLEMENTS, Paul Henry (Age: 72); CLEMENTS, Tina (Age: 70); MALLEY, Denise Kelly (Age: 50)",ltd,Not available,"£2,053,114.91",Not available,Waste Management,GB05325259
SC102792,EASTER HATTON ENVIRONMENTAL (WASTE AWAY) LIMITED,active,1987-01-19,39000,"Easter Hatton Farm, Balmedie, Aberdeenshire, AB23 8YY","TAYLOR, Adrian (Age: 81); TAYLOR, Kevin (Age: 56); JAMIESON, James Stewart (Age: 66); SPENCE, James (Age: 98); SPENCE, Leslie (Age: 70)",ltd,Not available,"£318,128,578.93",Not available,Waste Management,GBSC102792
3465362,EASTERN WASTE DISPOSAL LIMITED,active,1997-11-13,38210,"Construction House, Runwell Road, Wickford, Essex, SS11 7HQ, England","CARTER, Danny Graham (Age: 62); CARTER, David Fredrick (Age: 86); CARTER, Russell (Age: 80); CARTER, Simon Russell (Age: 59)",ltd,Not available,"£117,701,653.18",Not available,Waste Management,GB03465362
9029846,EAST MIDLANDS WASTE MANAGEMENT LIMITED,active,2014-05-08,38110,"20 Commerce Road Commerce Road, Lynch Wood, Peterborough, PE2 6LR, England","REILLY, Sean (Age: 60)",ltd,Not available,"£64,983,452.62",Not available,Waste Management,GB09029846
9255166,EAST WALES FOOD WASTE COLLECTIONS LIMITED,active,2014-10-08,99999,"Gelliargwellt Farm, Gelligaer, Hengoed, CF82 8FY","PRICE, Alun David (Age: 73); PRICE, Paul Goronwy (Age: 69)",ltd,Not available,"£39,810,732.10",Not available,Waste Management,GB09255166
2629972,EAST WASTE LIMITED,active,1991-07-17,"38210, 82990","3 Sidings Court, White Rose Way, Doncaster, DN4 5NU, England","LONGDON, Steven John (Age: 58); MCKENZIE, Fraser Wilson (Age: 59); BASTOW, Edward William (Age: 55); BURNS, Phillip Wesley (Age: 55); CARR, Clive Anderson (Age: 70); CASSELLS, Leslie James Davidson (Age: 70); ELLIS, Christopher John (Age: 58); ETHERIDGE, Hugh Charles (Age: 74); FARRINGTON, Paul Andrew (Age: 61); HARDMAN, Steven Neville (Age: 56); HOLDICH, John Frederick White (Age: 80); HUNTINGTON, John Michael (Age: 73); KNOTT, Gordon Peter (Age: 53); LAST, Matthew Geoffrey (Age: 67); MEREDITH, James Robert (Age: 64); ORTS-LLOPIS, Vicente Federico (Age: 62); PRIOR, Ruth Catherine (Age: 57); RACKHAM (SNR), Paul Anthony (Age: 88); RATCLIFFE, Carol Elizabeth (Age: 74); RAW, James Robert Foster (Age: 88); ROBINSON, Malcolm (Age: 65); SANDY, Nigel Desmond Alexander (Age: 80); SERRANO MINCHAN, Agustin (Age: 65); STEWART, Quentin Richard (Age: 56); STUTELEY, Stephen Russell (Age: 69); TASSELL, Michael George (Age: 89); TAYLOR, Paul (Age: 65); TRENDELL, William Anthony (Age: 69)",ltd,Not available,"£354,489,350.02",Not available,Waste Management,GB02629972
15576772,EAST YORKSHIRE WASTE AND SKIP HIRE LTD,active,2024-03-19,38110,"K2 Tower, 60 Bond Street, Hull, HU1 3EN, England","HARMAN, Andrew (Age: 56)",ltd,Not available,"£45,856,583.67",Not available,Waste Management,GB15576772
15034564,EASYBIN WASTE SOLUTIONS LTD,active,2023-07-28,39000,"156 Russell Drive Wollaton, Nottingham, Nottinghamshire, NG8 2BE, England","LEWIN, Anthony Steven (Age: 64); LEWIN, Denise (Age: 54)",ltd,Not available,"£397,773,167.59",Not available,Waste Management,GB15034564
15240145,EASY WASTE LTD,active,2023-10-26,39000,"Aj Spares, Wortley Road, Rotherham, S61 1LZ, United Kingdom","COBB, Andrew Martyn (Age: 51); CARNEY, Andrew James (Age: 54)",ltd,Not available,"£1,569,463.23",Not available,Waste Management,GB15240145
14371883,EASY WASTE SERVICES LIMITED,active,2022-09-23,38110,"2nd Floor 41-51 Grey Street, Newcastle Upon Tyne, Tyne And Wear, NE1 6EE, United Kingdom","EVANS, Anthony Guy (Age: 51)",ltd,Not available,"£171,445,388.86",Not available,Waste Management,GB14371883
12984260,EBBSFLEET WASTE MANAGEMENT LTD,active,2020-10-29,96090,"Unit 5 Bowes Business Park Wrotham Road, Meopham, Gravesend, DA13 0QB, England","SYMES, Darren (Age: 66)",ltd,Not available,"£91,767,333.44",Not available,Waste Management,GB12984260
15825876,ECO BUILDING + WASTE SERVICES LTD,active,2024-07-08,"38110, 41201, 41202","Unit 12 , Ely Valley , Industrial Estate, Tonypandy, CF40 1RA, Wales","GOWING, Jonathan (Age: 52)",ltd,Not available,"£29,604,748.37",Not available,Waste Management,GB15825876
9815890,AA BATTERY RECYCLING LIMITED,active,2015-10-08,38220,"Aa Battery Recycling Ltd Kelsey Close, Attleborough Fields Ind Estate, Nuneaton, CV11 6RS, England","BISHOP, Anne Elizabeth (Age: 59)",ltd,Not available,"£788,431,848.69",Not available,Waste Management,GB09815890
10818297,AABC RECYCLING LTD,active,2017-06-14,8990,"Unit 11 Gateway 1000 Arlington Business Park, Whittle Way, Stevenage, Hertfordshire, SG1 2FP, England","EWEN, Paul Alexander (Age: 51); ATTWOOD, Stephen Paul (Age: 61)",ltd,Not available,"£2,084,246.61",Not available,Waste Management,GB10818297
4269422,A & A RECYCLING SERVICES LIMITED,active,2001-08-13,38320,"Clifton Moor, Clifton, Penrith, Cumbria, CA10 2EY","BALMER, Roger Steven (Age: 63); GARBETT, Andrew John (Age: 59); GARBETT, Lisa Catherine (Age: 53); PALMER, Richard Campbell (Age: 65); WATSON, Patricia Elsie (Age: 65)",ltd,Not available,"£427,536,000.36",Not available,Waste Management,GB04269422
14135150,A & D RECYCLING LIMITED,active,2022-05-26,38210,"Hurstridge Hathersham Lane, Smallfield, Horley, RH6 9JG, England","APPS, Paul David (Age: 60)",ltd,Not available,"£118,805,383.91",Not available,Waste Management,GB14135150
7555783,A & J MOORE (METAL RECYCLING) LTD,active,2011-03-08,82990,"Stockport Works Stockport Road, Amesbury, Salisbury, SP4 7LN","MOORE, Julian (Age: 80)",ltd,Not available,"£996,911,989.98",Not available,Waste Management,GB07555783
NI684969,A&L RECYCLING LTD,active,2022-01-13,"38110, 38210, 39000","Unit 30 Tullygoonigan Industrial Estate, 89 Moy Road, Armagh, BT61 8DR, Northern Ireland","MALLON, James Anthony (Age: 50); MALLON, James Anthony (Age: 50)",ltd,Not available,"£26,955,190.39",Not available,Waste Management,GBNI684969
5531792,A & L VEHICLE RECYCLING LIMITED,active,2005-08-09,38320,"Adeilad St David's Buildings, Stryd Lombard Street, Portmadog, Gwynedd, LL49 9AP","BROWN, Andrew Anthony (Age: 61); PEACOCK, Lee Walter (Age: 54)",ltd,Not available,"£992,279,943.97",Not available,Waste Management,GB05531792
SC248844,A & M SMITH RECYCLING SERVICES LTD,active,2003-05-06,82990,"Bankhead Recycling Centre, Duffshill Road, Portlethen, Aberdeenshire, AB12 4RX","SMITH, Scott Albert Morrison (Age: 56); SPEID, Alistair Norman (Age: 58)",ltd,Not available,"£192,840,823.09",Not available,Waste Management,GBSC248844
4694644,A&M TRANSPORT & RECYCLING LIMITED,active,2003-03-12,"38110, 49410","Mannington Farm Burts Lane, Mannington, Wimborne, BH21 7JX, England","COOPER, Andrew Paul (Age: 58); COOPER, Mark (Age: 53)",ltd,Not available,"£224,448,113.68",Not available,Waste Management,GB04694644
7972954,A & R RECYCLING LTD,active,2012-03-02,49410,"Unit 18 Miry Lane, Wigan, Lancashire, WN6 7TG, England","HOWARTH, Joseph Rex (Age: 63)",ltd,Not available,"£18,512,087.78",Not available,Waste Management,GB07972954
8376105,A & S CANS RECYCLING LTD,active,2013-01-25,39000,"The Yard, Osborne Road, Wisbech, Cambridgeshire, PE13 3JP","DENTON, Michael John (Age: 71)",ltd,Not available,"£65,750,233.34",Not available,Waste Management,GB08376105
7511013,A&S RECYCLING (HASTINGS) LIMITED,active,2011-01-31,38110,"6 8 Brook Way, Ivyhouse Lane, Hastings, East Sussex, TN35 4NN","PRIOR, Simon Spencer (Age: 51); TAYLOR, Alan James (Age: 55); ANDREWS, John Clive (Age: 77); WATKINS, Emma Prudence (Age: 54)",ltd,Not available,"£34,710,343.83",Not available,Waste Management,GB07511013
14890740,AA PIKE RECYCLING LTD,active,2023-05-24,43999,"22 Wessex Park Bancombe Business Park, Somerton, Somerset, TA11 6SB, England","PIKE, Antony Alan (Age: 53)",ltd,Not available,"£49,617,231.40",Not available,Waste Management,GB14890740
10260877,AARAAV METAL RECYCLING LTD,active,2016-07-04,"39000, 46720","Moor Park House Bawtry Road, Wickersley, Rotherham, South Yorkshire, S66 2BL, United Kingdom","OBERAI, Devinder Singh (Age: 69)",ltd,Not available,"£42,479,803.62",Not available,Waste Management,GB10260877
8848324,AA READING METAL RECYCLING LIMITED,active,2014-01-16,46720,"1 Andromeda House, Calleva Park, Aldermaston, Berkshire, RG7 8AP","RAWLINGS, Jimmy (Age: 56)",ltd,Not available,"£226,340,504.22",Not available,Waste Management,GB08848324
4543111,AA TYRE RECYCLING UK LTD,active,2002-09-24,38320,"3 Wentworth Croft, Heanor, DE75 7YX","THOMAS, David Charles (Age: 66); THOMAS, Melanie Joy (Age: 65)",ltd,Not available,"£6,310,888.40",Not available,Waste Management,GB04543111
14138914,ABAPLAS MATERIALS LTD,active,2022-05-28,22290,"Unit 2, Cloudway Court, Belton Road, Loughborough, Leicestershire, LE11 1LW, United Kingdom","MEGSON, Nicholas (Age: 63)",ltd,Not available,"£9,428,016.02",Not available,Waste Management,GB14138914
7247228,ABBEY METAL RECYCLING LIMITED,active,2010-05-10,46770,"20 Newerne Street, Lydney, Gloucestershire, GL15 5RA, England","MAGUIRE, Alfred James (Age: 73); MAGUIRE, Mary Selina (Age: 75)",ltd,Not available,"£61,081,302.38",Not available,Waste Management,GB07247228
13747297,ABC TEXTILE RECYCLING LTD,active,2021-11-16,46160,"158 Cromwell Road, Salford, M6 6DE, England","KLYNE, Arnold Philip (Age: 76)",ltd,Not available,"£8,301,146.79",Not available,Waste Management,GB13747297
9269451,ABERTAWE METAL RECYCLING LIMITED,active,2014-10-17,38320,"Abertawe Metal Recycling Ltd Dyffryn Close, Swansea Enterprise Park, Swansea, SA6 8QG, Wales","WILLIAMS, Richard (Age: 59); LARNER, Kathryn Claire (Age: 55)",ltd,Not available,"£740,965,477.21",Not available,Waste Management,GB09269451
4932330,ABLE SHIP RECYCLING LIMITED,active,2003-10-15,99999,"Able House Billingham Reach, Industrial Estate, Haverton Hill Road, Billingham, TS23 1PX","STEPHENSON, Rachel (Age: 55)",ltd,Not available,"£34,754,514.35",Not available,Waste Management,GB04932330
10249183,A B RECYCLING SERVICES LTD,active,2016-06-24,74990,"Bull Lane Works, Brandon Way, West Bromwich, B70 9PQ, United Kingdom","MCGRATH, Morgan Joseph (Age: 53)",ltd,Not available,"£931,071,982.86",Not available,Waste Management,GB10249183
8913643,ACCOIL RECYCLING LIMITED,active,2014-02-26,46520,"Unit 4, Romeo Business Centre Purfleet Industrial Park, London Road, South Ockendon, RM15 4YD, England","KAYE, Stephen Alan (Age: 76)",ltd,Not available,"£911,246,881.07",Not available,Waste Management,GB08913643
14218164,ACE GREEN RECYCLING UK LTD,active,2022-07-06,"20590, 27200, 38320, 71121","Cawley Place, 15 Cawley Road, Chichester, West Sussex, PO19 1UZ, England","ALBAN MALDONADO, Teodoro Jorge (Age: 57); AHMED, Farid Ulric (Age: 59)",ltd,Not available,"£228,408,591.35",Not available,Waste Management,GB14218164
13919809,ACE REUSE RECYCLING LTD,active,2022-02-16,39000,"23 Eskdaill Street, Kettering, NN16 8RA, England","RODWELL, Nicky (Age: 51)",ltd,Not available,"£32,237,939.92",Not available,Waste Management,GB13919809
15671186,ACM RECYCLING LTD,active,2024-04-23,46770,"1 Abbey Street, Silverdale, Newcastle-Under-Lyme, Staffordshire, ST5 6NB, United Kingdom","WILSON, Gerald (Age: 58)",ltd,Not available,"£175,636,582.58",Not available,Waste Management,GB15671186
11281361,ACORN COMMUNITY RECYCLING LIMITED,active,2018-03-28,47910,"Whinflower Hall, Scarborough Road, Norton, Malton, YO17 8EE, England","HOLLIDAY, Andrew James (Age: 60)",ltd,Not available,"£2,503,991.40",Not available,Waste Management,GB11281361
6955868,A C POWER NETWORKS UK LTD,active,2009-07-08,33200,"Unit 1 Pastures Road, Mexborough, South Yorkshire, S64 0JJ, England","CATLOW, Adrian, Dr (Age: 56); STEPHENS, Graham Robertson (Age: 74)",ltd,Not available,"£45,947,413.50",Not available,Waste Management,GB06955868
10623277,AC RECYCLING LTD,active,2017-02-16,49410,"C/O Ac Aggregates Ltd Tickhill Road, Maltby, Rotherham, S66 7QN, United Kingdom","COLLINS, Andrew (Age: 62)",ltd,Not available,"£2,926,091.06",Not available,Waste Management,GB10623277
4152774,A.C. VEHICLE RECYCLING LIMITED,active,2001-02-02,"38310, 45320","Gibbard Warehouse Beacon Hill Industrial Estate, Botany Way, Purfleet, Essex, RM19 1SR, England","GIBBARD, James John (Age: 62); ANDERSON, Gary Mark (Age: 60); COLVER, Alan (Age: 77)",ltd,Not available,"£16,571,276.35",Not available,Waste Management,GB04152774
10901846,ADDYMANS RECYCLING LTD,active,2017-08-07,39000,"The Quarry, Ripley Rd, Knaresborough, North Yorkshire, HG5 9HJ, United Kingdom","ADDYMAN, Carl Roy (Age: 60)",ltd,Not available,"£9,547,737.55",Not available,Waste Management,GB10901846
16104021,ADESE RECYCLING LTD,active,2024-11-27,96090,"1 Whitely Lane, Fareham, PO15 6RN, United Kingdom","ODIJIE, Charles Ahajadalu (Age: 59)",ltd,Not available,"£7,742,082.92",Not available,Waste Management,GB16104021
11459227,AD RECYCLING LIMITED,active,2018-07-11,96090,"1 Mulberry Avenue, Turnstone Business Park, Widnes, Cheshire, WA8 0WN, United Kingdom","BRIMBLE, Allan Stuart (Age: 57); BRIMBLE, Donna Marie (Age: 58)",ltd,Not available,"£124,370,411.75",Not available,Waste Management,GB11459227
14318659,AD RECYCLING & PROCESSING LTD,active,2022-08-25,"24450, 46770, 96090","71-75 Shelton Street, Covent Garden, London, WC2H 9JQ, United Kingdom","MURRAY, Adrian (Age: 68)",ltd,Not available,"£22,547,383.45",Not available,Waste Management,GB14318659
14072977,AD RECYCLING HOLDINGS LIMITED,active,2022-04-27,64209,"1 Mulberry Avenue, Turnstone Business Park, Widnes, Cheshire, WA8 0WN, United Kingdom","BRIMBLE, Allan Stuart (Age: 57); BRIMBLE, Donna Marie (Age: 58)",ltd,Not available,"£14,851,225.68",Not available,Waste Management,GB14072977
4909242,A.D. RECYCLING SOLUTIONS LIMITED,active,2003-09-23,33200,"3 Boldmere Road, Sutton Coldfield, West Midlands, B73 5UY","DONALDSON, Alan (Age: 53); DONALDSON, Catherine Amanda (Age: 51)",ltd,Not available,"£20,123,635.56",Not available,Waste Management,GB04909242
14459016,A.D RECYCLING SYSTEMS LTD,active,2022-11-02,46140,"Unit 6 Trickley Coppice Farm Coppice Lane, Middleton, Tamworth, B78 2BU, England","DONALDSON, Alan (Age: 53)",ltd,Not available,"£43,025,945.41",Not available,Waste Management,GB14459016
13796018,ADR RECYCLING LIMITED,active,2021-12-13,49410,"1 Hutton Close, South Church Enterprise Park, Co Durham, Bishop Auckland, DL14 6XG, England","ROBINSON, Andrew (Age: 59)",ltd,Not available,"£39,367,763.90",Not available,Waste Management,GB13796018
3622696,A.D.S. RECYCLING LIMITED,active,1998-08-27,38110,"63 Camsley Lane, Lymm, Warrington, Cheshire, WA13 9BY","THOMSON, Neil (Age: 56)",ltd,Not available,"£20,665,042.47",Not available,Waste Management,GB03622696
